agent_id,agent_name,phone_number,city,vehicle_type,joining_date,agent_rating,availability_status,updated_at
AGENT01111,Anthony Upadhyay,0457046827,Gurgaon,Cycle,2024-09-06,4.5,OFFLINE,2026-05-13 17:23:16.909323
AGENT01112,Balhaar Shukla,4055459608,Mumbai,Cycle,2025-06-25,4.4,BUSY,2026-05-13 17:23:16.909323
AGENT01113,Tanish Lad,4604097400,Chennai,Car,2025-06-29,4.3,BUSY,2026-05-13 17:23:16.909323
AGENT01114,Yasti Baria,4129332582,Jaipur,Bike,2022-06-30,3.9,OFFLINE,2026-05-13 17:23:16.909323
AGENT01115,Janani Bir,1019945716,Gurgaon,Scooter,2022-05-26,3.1,AVAILABLE,2026-05-13 17:23:16.909323
AGENT01116,Hemang Bains,5470153026,Hyderabad,Bike,2024-01-06,4.1,BUSY,2026-05-13 17:23:16.909323
AGENT01117,Hiral Chaudry,6485078988,Jaipur,Bike,2022-04-18,4.1,AVAILABLE,2026-05-13 17:23:16.909323
AGENT01118,Nicholas Keer,2680447045,Delhi,Scooter,2024-03-04,3.5,BUSY,2026-05-13 17:23:16.909323
AGENT01119,Falguni Mallick,5475306962,Hyderabad,Cycle,2024-11-19,3.4,BUSY,2026-05-13 17:23:16.909323
AGENT01120,Chakradhar Thakur,3822743005,Kolkata,Car,2026-02-08,4.3,BUSY,2026-05-13 17:23:16.909323
AGENT01121,Ria Gour,4203334239,Gurgaon,Scooter,2021-07-28,4.1,BUSY,2026-05-13 17:23:16.909323
AGENT01122,Aryan Chaudry,0460025783,Pune,Car,2023-12-08,3.3,BUSY,2026-05-13 17:23:16.909323
AGENT01123,Sathvik Narain,5730645009,Gurgaon,Car,2022-07-09,4.5,AVAILABLE,2026-05-13 17:23:16.909323
AGENT01124,Aishani Dasgupta,2405315720,Mumbai,Cycle,2024-09-02,3.6,OFFLINE,2026-05-13 17:23:16.909323
AGENT01125,Keya Garg,6158446100,Pune,Car,2023-03-09,4.0,AVAILABLE,2026-05-13 17:23:16.909323
AGENT01126,Widisha Chhabra,6496417437,Hyderabad,Scooter,2025-06-28,4.5,BUSY,2026-05-13 17:23:16.909323
AGENT01127,Indira Ratti,7660892560,Mumbai,Bike,2022-11-30,4.2,OFFLINE,2026-05-13 17:23:16.910403
AGENT01128,Zilmil Chaudry,4415547961,Delhi,Bike,2025-08-23,3.4,AVAILABLE,2026-05-13 17:23:16.910403
AGENT01129,Sneha Kapoor,9813405891,Kolkata,Cycle,2024-10-31,4.5,OFFLINE,2026-05-13 17:23:16.910403
AGENT01130,Jhalak Konda,8574588051,Chennai,Scooter,2025-04-08,4.8,OFFLINE,2026-05-13 17:23:16.910403
AGENT01131,Dayamai Kothari,4831590545,Hyderabad,Bike,2023-01-16,5.0,AVAILABLE,2026-05-13 17:23:16.910403
AGENT01132,Vivaan Golla,4003740034,Jaipur,Bike,2024-10-23,3.1,OFFLINE,2026-05-13 17:23:16.910403
AGENT01133,Dhriti Bal,4602352169,Hyderabad,Scooter,2022-09-11,3.0,BUSY,2026-05-13 17:23:16.910403
AGENT01134,Hiral Pandya,5362069604,Mumbai,Cycle,2023-09-11,4.4,OFFLINE,2026-05-13 17:23:16.910403
AGENT01135,Kai Kanda,1279184317,Bangalore,Cycle,2025-02-20,3.4,OFFLINE,2026-05-13 17:23:16.910403
AGENT01136,Bina Mutti,0969847523,Pune,Bike,2022-01-02,4.9,AVAILABLE,2026-05-13 17:23:16.910403
AGENT01137,Wishi Brar,8733407230,Chennai,Bike,2024-01-10,4.1,AVAILABLE,2026-05-13 17:23:16.910403
AGENT01138,Vaishnavi Arora,0526265005,Pune,Bike,2025-05-15,4.3,BUSY,2026-05-13 17:23:16.910403
AGENT01139,Odika Ben,0479161950,Kolkata,Cycle,2024-03-15,3.7,BUSY,2026-05-13 17:23:16.910403
AGENT01140,Farhan Warrior,0581630076,Kolkata,Cycle,2025-02-02,3.1,BUSY,2026-05-13 17:23:16.910403
AGENT01141,Noah Kashyap,7264650059,Mumbai,Bike,2022-07-24,4.6,AVAILABLE,2026-05-13 17:23:16.910403
AGENT01142,Chakradhar Padmanabhan,4702979890,Jaipur,Scooter,2026-02-20,4.7,OFFLINE,2026-05-13 17:23:16.910403
AGENT01143,Eshana Murthy,5684689140,Chennai,Bike,2025-07-23,4.4,AVAILABLE,2026-05-13 17:23:16.910403
AGENT01144,Dominic Mutti,0332469397,Jaipur,Car,2021-07-29,4.5,OFFLINE,2026-05-13 17:23:16.910403
AGENT01145,Aryan Chad,5325259234,Gurgaon,Car,2023-05-23,4.6,BUSY,2026-05-13 17:23:16.910403
AGENT01146,Guneet Mahajan,7351745304,Gurgaon,Cycle,2026-01-29,3.8,OFFLINE,2026-05-13 17:23:16.910403
AGENT01147,Tamanna Kara,6987612238,Bangalore,Car,2025-05-31,3.5,OFFLINE,2026-05-13 17:23:16.910403
AGENT01148,Hritik Mann,0864352309,Delhi,Scooter,2025-06-25,3.5,OFFLINE,2026-05-13 17:23:16.910403
AGENT01149,Faras Chad,7757208155,Hyderabad,Cycle,2025-11-04,5.0,BUSY,2026-05-13 17:23:16.910403
AGENT01150,Gopal Bandi,6206512543,Bangalore,Cycle,2022-08-12,3.3,BUSY,2026-05-13 17:23:16.910403
AGENT01151,Ansh Jani,5914742434,Bangalore,Car,2022-09-19,3.3,BUSY,2026-05-13 17:23:16.910403
AGENT01152,Meera Prabhu,2924326985,Chennai,Scooter,2021-08-29,3.9,BUSY,2026-05-13 17:23:16.911485
AGENT01153,Janaki Hayre,8736097203,Delhi,Bike,2021-05-21,3.8,AVAILABLE,2026-05-13 17:23:16.911485
AGENT01154,Kevin Wason,7857003564,Delhi,Scooter,2025-01-23,4.9,BUSY,2026-05-13 17:23:16.911485
AGENT01155,Azad Khosla,1638841902,Pune,Car,2021-06-25,3.2,OFFLINE,2026-05-13 17:23:16.911485
AGENT01156,Yashasvi Baria,7297608173,Gurgaon,Bike,2024-01-31,3.7,OFFLINE,2026-05-13 17:23:16.911485
AGENT01157,Anay Khosla,0551961899,Kolkata,Cycle,2026-01-01,3.1,AVAILABLE,2026-05-13 17:23:16.911485
AGENT01158,Bachittar Hayer,3536904763,Mumbai,Cycle,2025-12-30,4.8,AVAILABLE,2026-05-13 17:23:16.911485
AGENT01159,Dipta Buch,1556085349,Bangalore,Bike,2021-08-28,3.2,BUSY,2026-05-13 17:23:16.911485
AGENT01160,Chanchal Kant,0312666728,Gurgaon,Scooter,2025-08-15,4.5,AVAILABLE,2026-05-13 17:23:16.911485
AGENT01161,Priya Pau,6546958276,Kolkata,Bike,2022-01-27,4.3,BUSY,2026-05-13 17:23:16.911485
AGENT01162,Yatin Misra,0333773562,Mumbai,Cycle,2025-01-16,4.2,OFFLINE,2026-05-13 17:23:16.911485
AGENT01163,Nilima Soman,8904891516,Gurgaon,Scooter,2024-03-31,3.6,OFFLINE,2026-05-13 17:23:16.911485
AGENT01164,Balveer Kuruvilla,4502336123,Mumbai,Cycle,2022-05-29,3.3,BUSY,2026-05-13 17:23:16.911485
AGENT01165,Daniel Chacko,8283342515,Pune,Car,2025-11-12,3.1,OFFLINE,2026-05-13 17:23:16.911485
AGENT01166,Pranav Shan,4938909404,Pune,Cycle,2021-10-27,3.5,AVAILABLE,2026-05-13 17:23:16.911485
AGENT01167,Aditya Bassi,2912151444,Chennai,Car,2023-07-04,4.8,BUSY,2026-05-13 17:23:16.911485
AGENT01168,Nicholas Kapur,1544074377,Hyderabad,Scooter,2024-09-16,3.2,AVAILABLE,2026-05-13 17:23:16.911485
AGENT01169,Bhanumati Bhattacharyya,7555574705,Delhi,Bike,2025-11-08,3.2,BUSY,2026-05-13 17:23:16.911485
AGENT01170,Harish Dua,0981720279,Gurgaon,Scooter,2022-03-23,4.4,AVAILABLE,2026-05-13 17:23:16.911485
AGENT01171,Arjun Sastry,5574366958,Hyderabad,Car,2021-05-19,3.5,OFFLINE,2026-05-13 17:23:16.911485
AGENT01172,Ekansh Chander,6303019168,Chennai,Cycle,2023-01-02,4.6,BUSY,2026-05-13 17:23:16.911485
AGENT01173,Ekta Wali,7976324016,Gurgaon,Car,2023-08-31,3.6,BUSY,2026-05-13 17:23:16.911485
AGENT01174,Tarak Cheema,3070689863,Pune,Scooter,2025-09-06,3.5,OFFLINE,2026-05-13 17:23:16.911485
AGENT01175,Vivaan Narula,7487278368,Gurgaon,Cycle,2025-12-25,3.4,OFFLINE,2026-05-13 17:23:16.911485
AGENT01176,Sudiksha Oommen,4884805787,Mumbai,Scooter,2025-04-27,3.2,OFFLINE,2026-05-13 17:23:16.912486
AGENT01177,Nakul Tripathi,8385619345,Mumbai,Bike,2023-12-01,4.0,AVAILABLE,2026-05-13 17:23:16.912486
AGENT01178,Akshay Narasimhan,2842274212,Kolkata,Cycle,2023-04-26,3.9,OFFLINE,2026-05-13 17:23:16.912486
AGENT01179,Chanakya Butala,9600169078,Bangalore,Scooter,2024-08-05,4.9,OFFLINE,2026-05-13 17:23:16.912486
AGENT01180,Ishani Dora,6873347528,Gurgaon,Car,2021-09-17,4.6,BUSY,2026-05-13 17:23:16.912486
AGENT01181,Aachal Sibal,8536231279,Jaipur,Cycle,2022-07-23,4.6,BUSY,2026-05-13 17:23:16.912486
AGENT01182,Oscar Vohra,5649251962,Delhi,Car,2023-02-17,4.4,OFFLINE,2026-05-13 17:23:16.912486
AGENT01183,Onkar Dugal,2074814543,Gurgaon,Bike,2022-05-10,4.1,BUSY,2026-05-13 17:23:16.912486
AGENT01184,Anirudh Chadha,6912243889,Gurgaon,Cycle,2024-04-25,4.6,OFFLINE,2026-05-13 17:23:16.912486
AGENT01185,Finn Bahl,1754598370,Gurgaon,Cycle,2024-03-19,4.7,BUSY,2026-05-13 17:23:16.912486
AGENT01186,Gaurika Purohit,8187851550,Bangalore,Cycle,2023-01-13,3.4,OFFLINE,2026-05-13 17:23:16.912486
AGENT01187,Chakradhar Sidhu,3717458627,Mumbai,Scooter,2023-12-13,3.2,AVAILABLE,2026-05-13 17:23:16.912486
AGENT01188,Anvi Dora,1999800772,Bangalore,Bike,2024-04-07,4.1,OFFLINE,2026-05-13 17:23:16.912486
AGENT01189,Zinal Saini,1649600038,Chennai,Bike,2025-12-05,4.2,BUSY,2026-05-13 17:23:16.912486
AGENT01190,Mohini Sagar,3676380974,Bangalore,Car,2023-02-18,4.9,BUSY,2026-05-13 17:23:16.913077
AGENT01191,Gayathri Iyengar,8512261497,Jaipur,Car,2024-05-23,4.5,OFFLINE,2026-05-13 17:23:16.913077
AGENT01192,Yashoda Devi,8266486538,Bangalore,Bike,2024-11-29,3.9,OFFLINE,2026-05-13 17:23:16.913077
AGENT01193,Chaman Saran,0698161517,Pune,Scooter,2021-10-15,3.1,AVAILABLE,2026-05-13 17:23:16.913077
AGENT01194,Yatin Acharya,9737922970,Kolkata,Bike,2021-06-04,4.9,OFFLINE,2026-05-13 17:23:16.913077
AGENT01195,Dhruv Loke,5514320240,Gurgaon,Car,2023-08-02,4.4,BUSY,2026-05-13 17:23:16.913077
AGENT01196,Avni Iyengar,3023717537,Delhi,Car,2023-10-20,3.7,OFFLINE,2026-05-13 17:23:16.913077
AGENT01197,Saksham Rege,6766856589,Pune,Car,2025-11-06,3.7,BUSY,2026-05-13 17:23:16.913077
AGENT01198,Leena Cheema,2091424184,Jaipur,Cycle,2026-03-05,4.0,OFFLINE,2026-05-13 17:23:16.913077
AGENT01199,Rishi Bhatt,8153316786,Bangalore,Car,2022-05-01,3.0,OFFLINE,2026-05-13 17:23:16.913077
AGENT01200,Meghana Bali,6378073194,Kolkata,Car,2024-06-17,4.6,BUSY,2026-05-13 17:23:16.913077
AGENT01201,Bishakha Dhar,2190382930,Pune,Bike,2021-06-25,4.9,BUSY,2026-05-13 17:23:16.913077
AGENT01202,Krishna Bahl,8902118636,Delhi,Bike,2025-03-21,3.3,AVAILABLE,2026-05-13 17:23:16.913077
AGENT01203,Rayaan Patel,8787193149,Hyderabad,Car,2023-05-17,4.8,AVAILABLE,2026-05-13 17:23:16.913077
AGENT01204,Ekta Dixit,6549240166,Gurgaon,Scooter,2026-03-09,3.2,AVAILABLE,2026-05-13 17:23:16.913077
AGENT01205,Umang Sachar,1738603403,Gurgaon,Bike,2022-12-22,3.9,OFFLINE,2026-05-13 17:23:16.913077
AGENT01206,Ayush Narayanan,3845046934,Chennai,Scooter,2022-05-10,4.4,AVAILABLE,2026-05-13 17:23:16.913077
AGENT01207,Aachal Sridhar,3935397286,Gurgaon,Scooter,2023-09-15,3.4,AVAILABLE,2026-05-13 17:23:16.913077
AGENT01208,Jairaj Amble,5843961848,Bangalore,Cycle,2025-07-02,4.8,BUSY,2026-05-13 17:23:16.913077
AGENT01209,Jagat Garde,6236949128,Bangalore,Cycle,2021-11-10,3.1,AVAILABLE,2026-05-13 17:23:16.913077
AGENT01210,Ayush Cheema,3780688532,Chennai,Scooter,2023-01-23,4.1,BUSY,2026-05-13 17:23:16.913077
AGENT01211,Oni Mukherjee,4213388033,Bangalore,Bike,2025-07-08,3.1,AVAILABLE,2026-05-13 17:23:16.913077
AGENT01212,Balhaar Ranganathan,5822517760,Mumbai,Bike,2022-10-04,3.6,OFFLINE,2026-05-13 17:23:16.913077
AGENT01213,Vinaya Som,9450227254,Hyderabad,Scooter,2023-03-06,4.9,AVAILABLE,2026-05-13 17:23:16.913077
AGENT01214,Mason Sastry,7755529180,Chennai,Car,2024-06-07,4.0,BUSY,2026-05-13 17:23:16.913077
AGENT01215,Tanvi Gour,8295382691,Chennai,Cycle,2023-11-14,3.5,AVAILABLE,2026-05-13 17:23:16.913077
AGENT01216,Dakshesh Barad,7773534464,Jaipur,Car,2025-08-20,3.6,BUSY,2026-05-13 17:23:16.914168
AGENT01217,Devika D’Alia,9749445080,Jaipur,Car,2021-10-07,4.8,OFFLINE,2026-05-13 17:23:16.914168
AGENT01218,Zarna Prashad,8948037064,Jaipur,Cycle,2022-03-25,3.7,OFFLINE,2026-05-13 17:23:16.914168
AGENT01219,Priya Khatri,3510904997,Chennai,Scooter,2023-10-22,3.2,OFFLINE,2026-05-13 17:23:16.914168
AGENT01220,Guneet Gala,5414057542,Mumbai,Scooter,2023-11-05,4.9,BUSY,2026-05-13 17:23:16.914168
AGENT01221,Yashawini Bir,8080711693,Delhi,Scooter,2026-03-06,4.2,AVAILABLE,2026-05-13 17:23:16.914168
AGENT01222,Januja Thaman,5064425635,Jaipur,Scooter,2022-03-23,4.8,AVAILABLE,2026-05-13 17:23:16.914168
AGENT01223,Henry Rattan,6599828878,Chennai,Bike,2025-06-09,4.6,BUSY,2026-05-13 17:23:16.914168
AGENT01224,Omya Ghose,2294939109,Hyderabad,Bike,2025-12-31,4.0,OFFLINE,2026-05-13 17:23:16.914168
AGENT01225,Sathvik Narain,4464732964,Bangalore,Scooter,2021-08-20,3.6,OFFLINE,2026-05-13 17:23:16.914168
AGENT01226,Wazir Suresh,2938287475,Bangalore,Car,2021-11-25,3.7,AVAILABLE,2026-05-13 17:23:16.914168
AGENT01227,Yashodhara Murty,1945439748,Gurgaon,Cycle,2022-10-19,4.7,AVAILABLE,2026-05-13 17:23:16.914168
AGENT01228,Ekta Kashyap,1768695747,Chennai,Car,2024-04-17,3.4,BUSY,2026-05-13 17:23:16.914168
AGENT01229,Madhav Chaudhuri,5335419449,Bangalore,Cycle,2022-02-28,4.3,BUSY,2026-05-13 17:23:16.914168
AGENT01230,Qasim Bakshi,3590481182,Jaipur,Scooter,2023-06-10,4.1,AVAILABLE,2026-05-13 17:23:16.914168
AGENT01231,Ekalinga Sura,0294174283,Gurgaon,Car,2021-07-09,4.2,BUSY,2026-05-13 17:23:16.914168
AGENT01232,Falguni Wagle,5511690446,Chennai,Bike,2022-02-24,4.0,BUSY,2026-05-13 17:23:16.914168
AGENT01233,Gautam Garde,7387757665,Chennai,Car,2023-03-14,4.2,OFFLINE,2026-05-13 17:23:16.914168
AGENT01234,Yuvraj Roy,2712343036,Pune,Bike,2023-04-12,3.9,BUSY,2026-05-13 17:23:16.914168
AGENT01235,Rachit Bera,5793301599,Mumbai,Car,2021-09-01,3.6,AVAILABLE,2026-05-13 17:23:16.914168
AGENT01236,Nilima Contractor,1134186924,Jaipur,Scooter,2023-10-12,3.5,BUSY,2026-05-13 17:23:16.914168
AGENT01237,Devansh Acharya,0719375754,Bangalore,Scooter,2025-03-12,3.9,OFFLINE,2026-05-13 17:23:16.914168
AGENT01238,Meera Keer,9354307799,Gurgaon,Cycle,2025-04-04,4.9,OFFLINE,2026-05-13 17:23:16.914168
AGENT01239,Sudiksha Dada,7359241512,Hyderabad,Cycle,2022-10-24,4.6,OFFLINE,2026-05-13 17:23:16.914168
AGENT01240,Mitali Bajwa,8445989970,Pune,Cycle,2023-04-22,4.3,BUSY,2026-05-13 17:23:16.914168
AGENT01241,Aarav Setty,6084752059,Hyderabad,Cycle,2026-03-14,3.6,BUSY,2026-05-13 17:23:16.914168
AGENT01242,Rajata Behl,9442090120,Delhi,Bike,2025-08-11,4.1,OFFLINE,2026-05-13 17:23:16.914168
AGENT01243,Bhanumati Kulkarni,3536118755,Chennai,Bike,2025-03-06,3.1,OFFLINE,2026-05-13 17:23:16.914168
AGENT01244,Anay Agarwal,4403177966,Kolkata,Bike,2025-06-16,3.8,AVAILABLE,2026-05-13 17:23:16.914168
AGENT01245,Radha Mody,6522208110,Bangalore,Scooter,2026-03-06,3.1,AVAILABLE,2026-05-13 17:23:16.914168
AGENT01246,Divya Din,2351301135,Jaipur,Cycle,2022-11-29,3.6,OFFLINE,2026-05-13 17:23:16.914168
AGENT01247,Rohan Munshi,8049176340,Kolkata,Cycle,2023-12-19,3.7,AVAILABLE,2026-05-13 17:23:16.914168
AGENT01248,Yagnesh Kapoor,4985036972,Bangalore,Cycle,2021-07-06,3.4,BUSY,2026-05-13 17:23:16.914168
AGENT01249,Bhavani Sekhon,1980752757,Mumbai,Car,2021-11-16,3.6,BUSY,2026-05-13 17:23:16.914168
AGENT01250,Yashodhara Palla,7752422014,Mumbai,Bike,2024-11-17,4.6,AVAILABLE,2026-05-13 17:23:16.915749
AGENT01251,Kabir Prabhakar,1265759355,Jaipur,Cycle,2021-06-05,4.1,OFFLINE,2026-05-13 17:23:16.915749
AGENT01252,Bhanumati Manne,5703065406,Gurgaon,Scooter,2023-07-24,4.6,AVAILABLE,2026-05-13 17:23:16.915749
AGENT01253,Dayita Chand,5919970345,Bangalore,Scooter,2022-06-06,4.1,OFFLINE,2026-05-13 17:23:16.915749
AGENT01254,Kai Singhal,7124782259,Jaipur,Scooter,2022-04-17,3.1,OFFLINE,2026-05-13 17:23:16.915749
AGENT01255,Aarini Sekhon,8845766338,Hyderabad,Cycle,2023-06-20,4.6,OFFLINE,2026-05-13 17:23:16.915749
AGENT01256,Wahab Wadhwa,8193799459,Jaipur,Cycle,2023-07-22,3.6,OFFLINE,2026-05-13 17:23:16.915749
AGENT01257,Timothy Mander,8971324205,Delhi,Car,2023-12-15,4.0,BUSY,2026-05-13 17:23:16.915749
AGENT01258,Matthew Ramaswamy,4849667248,Hyderabad,Scooter,2023-02-19,3.9,OFFLINE,2026-05-13 17:23:16.915749
AGENT01259,Tejas Chahal,8950994541,Pune,Scooter,2025-04-21,4.9,AVAILABLE,2026-05-13 17:23:16.915749
AGENT01260,Chakrika Muni,2339484917,Chennai,Car,2021-07-15,4.4,AVAILABLE,2026-05-13 17:23:16.915749
AGENT01261,Charvi Mand,6519597976,Gurgaon,Scooter,2025-08-09,3.2,BUSY,2026-05-13 17:23:16.915749
AGENT01262,Ethan Walla,4100588327,Hyderabad,Car,2025-06-22,3.0,AVAILABLE,2026-05-13 17:23:16.915749
AGENT01263,Umang Lad,7540008771,Bangalore,Cycle,2024-01-02,4.3,BUSY,2026-05-13 17:23:16.915749
AGENT01264,Yasti Karan,4049425017,Jaipur,Car,2022-10-17,3.9,BUSY,2026-05-13 17:23:16.915749
AGENT01265,Samaksh Dash,9686867829,Delhi,Scooter,2024-12-13,3.1,AVAILABLE,2026-05-13 17:23:16.915749
AGENT01266,Udyati Bakshi,9246432603,Jaipur,Scooter,2024-08-02,3.1,AVAILABLE,2026-05-13 17:23:16.915749
AGENT01267,Devansh Khanna,8159632832,Chennai,Car,2024-04-12,4.4,AVAILABLE,2026-05-13 17:23:16.915749
AGENT01268,Mitesh Deep,1929750018,Bangalore,Bike,2022-01-21,3.4,BUSY,2026-05-13 17:23:16.915749
AGENT01269,Vidhi Pillay,7503612500,Jaipur,Car,2022-08-08,3.6,AVAILABLE,2026-05-13 17:23:16.915749
AGENT01270,Maanav Chakraborty,1506001172,Hyderabad,Car,2025-02-20,4.3,BUSY,2026-05-13 17:23:16.915749
AGENT01271,Sara Chanda,8580762422,Pune,Bike,2023-03-29,4.0,BUSY,2026-05-13 17:23:16.915749
AGENT01272,Libni Narang,6458167343,Kolkata,Car,2024-12-29,3.9,AVAILABLE,2026-05-13 17:23:16.915749
AGENT01273,Nitesh Rana,9309380466,Gurgaon,Bike,2021-08-28,4.2,BUSY,2026-05-13 17:23:16.915749
AGENT01274,Vasana Deol,4902321944,Bangalore,Cycle,2024-08-07,3.5,BUSY,2026-05-13 17:23:16.915749
AGENT01275,Yuvraj Chander,7062793975,Gurgaon,Scooter,2021-08-26,3.1,OFFLINE,2026-05-13 17:23:16.916824
AGENT01276,Krisha Saini,7287095177,Bangalore,Bike,2023-01-17,3.2,BUSY,2026-05-13 17:23:16.916824
AGENT01277,Viraj Kamdar,4100703504,Pune,Cycle,2025-01-31,4.7,BUSY,2026-05-13 17:23:16.916824
AGENT01278,Chaaya Palla,4166597414,Gurgaon,Bike,2024-08-24,4.2,AVAILABLE,2026-05-13 17:23:16.916824
AGENT01279,Hema Ahuja,5033604916,Kolkata,Scooter,2023-07-05,4.1,BUSY,2026-05-13 17:23:16.916824
AGENT01280,Aryan Atwal,4234045026,Delhi,Cycle,2022-12-17,5.0,OFFLINE,2026-05-13 17:23:16.916824
AGENT01281,Amaira Thakkar,0520995582,Kolkata,Scooter,2022-05-23,3.6,AVAILABLE,2026-05-13 17:23:16.916824
AGENT01282,Akshay Mohanty,7755536608,Pune,Bike,2022-10-10,3.6,AVAILABLE,2026-05-13 17:23:16.916824
AGENT01283,Turvi Nanda,6974747874,Delhi,Car,2026-01-15,4.6,OFFLINE,2026-05-13 17:23:16.916824
AGENT01284,Dev Nath,2373706897,Mumbai,Car,2024-05-03,3.4,OFFLINE,2026-05-13 17:23:16.916824
AGENT01285,George Mohanty,8431464023,Pune,Car,2022-03-17,3.1,BUSY,2026-05-13 17:23:16.916824
AGENT01286,Oeshi Bhardwaj,8504302875,Hyderabad,Car,2024-05-18,3.2,BUSY,2026-05-13 17:23:16.916824
AGENT01287,Vihaan Kalla,6080726043,Bangalore,Cycle,2021-06-20,3.2,AVAILABLE,2026-05-13 17:23:16.916824
AGENT01288,Liam Sagar,1231390610,Jaipur,Scooter,2026-01-29,4.8,BUSY,2026-05-13 17:23:16.917405
AGENT01289,Jonathan Balay,6828339758,Jaipur,Car,2023-05-08,4.8,BUSY,2026-05-13 17:23:16.917405
AGENT01290,Xavier Bajwa,8038043985,Delhi,Bike,2023-05-20,3.0,AVAILABLE,2026-05-13 17:23:16.917405
AGENT01291,Samar Borah,8062350479,Gurgaon,Bike,2023-05-31,3.3,BUSY,2026-05-13 17:23:16.917405
AGENT01292,Nimrat Borde,7832430387,Jaipur,Cycle,2025-07-07,3.3,OFFLINE,2026-05-13 17:23:16.917405
AGENT01293,Pallavi Goyal,7313960204,Jaipur,Car,2025-04-07,4.4,AVAILABLE,2026-05-13 17:23:16.917405
AGENT01294,Vedika Kothari,9150249752,Hyderabad,Cycle,2021-12-12,4.9,OFFLINE,2026-05-13 17:23:16.917405
AGENT01295,Avi Chaudhari,0635597419,Delhi,Car,2023-12-22,4.0,OFFLINE,2026-05-13 17:23:16.917405
AGENT01296,Zansi Palan,4129667879,Bangalore,Car,2023-02-28,5.0,AVAILABLE,2026-05-13 17:23:16.917405
AGENT01297,Adweta Kunda,8325606051,Pune,Scooter,2026-02-13,3.7,AVAILABLE,2026-05-13 17:23:16.917405
AGENT01298,Tanveer Bali,0752579968,Delhi,Bike,2023-01-14,3.0,OFFLINE,2026-05-13 17:23:16.917405
AGENT01299,Krish Sani,1478813359,Chennai,Bike,2024-06-18,4.4,AVAILABLE,2026-05-13 17:23:16.917405
AGENT01300,Yahvi Raj,2910109959,Delhi,Scooter,2024-02-22,3.7,AVAILABLE,2026-05-13 17:23:16.917405
AGENT01301,Teerth Dyal,4744259487,Kolkata,Scooter,2025-03-20,4.2,BUSY,2026-05-13 17:23:16.917405
AGENT01302,Jatin Narang,8175400495,Pune,Bike,2024-02-03,3.5,BUSY,2026-05-13 17:23:16.917994
AGENT01303,Chatresh Varghese,1806163992,Gurgaon,Scooter,2021-12-31,3.2,AVAILABLE,2026-05-13 17:23:16.917994
AGENT01304,Hemang Dhar,6727736112,Delhi,Bike,2025-10-16,3.4,OFFLINE,2026-05-13 17:23:16.917994
AGENT01305,Meera Sagar,4118398744,Bangalore,Car,2023-02-18,4.9,BUSY,2026-05-13 17:23:16.917994
AGENT01306,Chandresh Bir,6623183815,Chennai,Cycle,2023-03-23,4.6,OFFLINE,2026-05-13 17:23:16.917994
AGENT01307,Rudra Sethi,5305554552,Kolkata,Bike,2022-02-14,4.2,BUSY,2026-05-13 17:23:16.917994
AGENT01308,Indira Chanda,6770841286,Delhi,Car,2024-11-18,5.0,OFFLINE,2026-05-13 17:23:16.917994
AGENT01309,Mugdha Mahal,1455079656,Gurgaon,Bike,2025-10-29,4.1,OFFLINE,2026-05-13 17:23:16.917994
AGENT01310,Urvashi Bhatnagar,3278431365,Pune,Bike,2023-05-19,3.3,AVAILABLE,2026-05-13 17:23:16.917994
AGENT01311,Caleb Kota,8671519625,Pune,Cycle,2025-05-23,3.8,AVAILABLE,2026-05-13 17:23:16.917994
AGENT01312,Vaishnavi Desai,9648989573,Gurgaon,Cycle,2022-04-26,3.6,AVAILABLE,2026-05-13 17:23:16.917994
AGENT01313,Faraj Sura,0953906683,Mumbai,Cycle,2025-11-26,4.3,BUSY,2026-05-13 17:23:16.917994
AGENT01314,Qarin Dey,9211611391,Delhi,Car,2025-02-10,4.9,OFFLINE,2026-05-13 17:23:16.917994
AGENT01315,Aachal Mukhopadhyay,6020140612,Hyderabad,Scooter,2023-09-05,3.6,OFFLINE,2026-05-13 17:23:16.917994
AGENT01316,Faqid Mittal,2202299543,Mumbai,Bike,2022-11-25,4.2,OFFLINE,2026-05-13 17:23:16.917994
AGENT01317,Kevin Khare,3042581809,Kolkata,Scooter,2025-02-10,4.3,AVAILABLE,2026-05-13 17:23:16.917994
AGENT01318,Hema Arya,9005302886,Mumbai,Scooter,2023-07-21,3.2,OFFLINE,2026-05-13 17:23:16.917994
AGENT01319,Yug Pai,7897918571,Gurgaon,Cycle,2024-03-30,3.8,OFFLINE,2026-05-13 17:23:16.917994
AGENT01320,Ucchal Dixit,3166094178,Delhi,Scooter,2024-06-16,3.6,BUSY,2026-05-13 17:23:16.917994
AGENT01321,Jackson Parmar,5610533341,Chennai,Bike,2024-04-14,3.2,BUSY,2026-05-13 17:23:16.917994
AGENT01322,Yasti Varghese,1914043147,Kolkata,Bike,2023-01-19,4.7,BUSY,2026-05-13 17:23:16.917994
AGENT01323,Chakradev Cheema,0644051738,Mumbai,Scooter,2023-01-29,3.9,OFFLINE,2026-05-13 17:23:16.917994
AGENT01324,Chavvi Chander,3716743096,Mumbai,Bike,2024-03-08,3.4,BUSY,2026-05-13 17:23:16.917994
AGENT01325,George Venkataraman,5840726062,Jaipur,Scooter,2022-10-25,3.8,AVAILABLE,2026-05-13 17:23:16.917994
