customer_id,first_name,last_name,email,phone_number,date_of_birth,gender,address_line1,city,state,pincode,signup_date,customer_segment,is_active,last_order_date,updated_at
CUST008824,Onveer,Chadha,rameshodika@example.net,4054791483,2005-12-12,Male,"46/128
Amble Circle",Pune,Maharashtra,027769,2024-06-14,Premium,True,2026-04-21,2026-05-13 16:45:38.366763
CUST008825,Keya,Karnik,finndar@example.org,1326954838,1989-10-24,Male,"60/347
Om Chowk",Kolkata,West Bengal,953182,2025-01-24,Regular,False,2026-05-12,2026-05-13 16:45:38.366763
CUST008826,Darpan,Sarin,robert29@example.net,6117973093,1960-12-03,Male,"64/733
Cheema Road",Jaipur,Rajasthan,829069,2024-12-09,Regular,True,2026-04-18,2026-05-13 16:45:38.366763
CUST008827,Eta,Kumar,ksane@example.com,8674228812,1961-08-10,Male,"H.No. 936
Agate Chowk",Pune,Maharashtra,802946,2025-10-28,Regular,True,2026-05-12,2026-05-13 16:45:38.367835
CUST008828,Mahika,Ganesh,niteshvenkatesh@example.com,5862056678,1999-02-25,Male,"H.No. 81, Ghosh Street",Delhi,Delhi,327660,2023-06-28,Regular,False,2026-05-04,2026-05-13 16:45:38.367835
CUST008829,Arjun,Bhatti,vbahl@example.com,2875867332,1984-09-12,Female,"30/91, Brahmbhatt",Hyderabad,Telangana,114428,2025-12-18,Occasional,False,2026-04-19,2026-05-13 16:45:38.367835
CUST008830,Jacob,Hans,janaki55@example.com,8705311749,1973-03-13,Female,"27/61
Memon Street",Kolkata,West Bengal,031251,2023-09-14,Premium,False,2026-04-18,2026-05-13 16:45:38.367835
CUST008831,Avni,Loyal,rsubramaniam@example.com,7270541708,1976-05-26,Female,"85/77, Mangal Street",Delhi,Delhi,200978,2023-10-23,Regular,True,2026-04-23,2026-05-13 16:45:38.367835
CUST008832,Dhruv,Tara,wwason@example.com,0255211293,1960-07-28,Female,"54/45, Palan Nagar",Bangalore,Karnataka,764197,2025-09-06,Regular,False,2026-04-19,2026-05-13 16:45:38.367835
CUST008833,Advik,Dalal,lucky35@example.com,8669606681,1963-11-19,Female,"H.No. 268, Hayer Road",Bangalore,Karnataka,282387,2024-11-18,Occasional,True,2026-04-29,2026-05-13 16:45:38.367835
CUST008834,Raksha,Dash,daksheshgoswami@example.com,4533851155,1991-03-22,Female,"32/605, Biswas Street",Delhi,Delhi,239441,2023-09-30,Occasional,False,2026-04-15,2026-05-13 16:45:38.367835
CUST008835,Suhani,Chaudhari,rachanasur@example.net,1827947284,1992-05-27,Male,"926
Bains Marg",Hyderabad,Telangana,339238,2023-12-05,Regular,False,2026-04-21,2026-05-13 16:45:38.367835
CUST008836,Teerth,Sastry,thayer@example.net,5199249812,1994-11-29,Female,"77/74, Bhatnagar Path",Hyderabad,Telangana,369767,2024-05-12,Regular,True,2026-04-28,2026-05-13 16:45:38.367835
CUST008837,Saanvi,Gole,daranisha@example.net,2719197466,1960-09-29,Female,"21/40
Sekhon Road",Delhi,Delhi,044923,2024-06-18,Occasional,False,2026-04-20,2026-05-13 16:45:38.367835
CUST008838,Gaurang,Rajagopalan,iraja@example.org,0591646919,2004-06-28,Female,"389
Nazareth Path",Bangalore,Karnataka,844755,2025-11-22,Premium,True,2026-04-18,2026-05-13 16:45:38.367835
CUST008839,Darpan,Nagy,vyanjana50@example.com,3196631546,1981-09-03,Female,"H.No. 60
Swamy Ganj",Chennai,Tamil Nadu,733553,2024-09-08,Regular,True,2026-04-13,2026-05-13 16:45:38.367835
CUST008840,Brinda,Tripathi,fborra@example.org,6153749445,1981-10-08,Male,"809, Borra Marg",Delhi,Delhi,644117,2023-12-24,Regular,True,2026-04-14,2026-05-13 16:45:38.369385
CUST008841,Matthew,Venkatesh,farhanratta@example.net,2498302021,1979-06-25,Male,"70/36, Pall Path",Mumbai,Maharashtra,197749,2026-03-11,Regular,False,2026-04-26,2026-05-13 16:45:38.369385
CUST008842,Robert,Parsa,ladlilal@example.net,5973882070,1991-01-11,Female,"81/772
Bawa Path",Mumbai,Maharashtra,760214,2023-08-22,Premium,False,2026-04-18,2026-05-13 16:45:38.369385
CUST008843,Vedant,Bassi,samar17@example.org,8622873849,1963-09-29,Female,"81/814, Narain Ganj",Gurgaon,Haryana,155487,2026-02-03,Occasional,True,2026-04-22,2026-05-13 16:45:38.369385
CUST008844,Triveni,Narang,azadyohannan@example.com,4119269813,1991-10-02,Male,"34/433, Char Street",Delhi,Delhi,304181,2024-03-11,Regular,True,2026-05-11,2026-05-13 16:45:38.369926
CUST008845,Amara,Om,dhruv33@example.org,3246428487,1989-08-23,Female,"H.No. 59
Patla Road",Gurgaon,Haryana,867359,2025-07-15,Regular,True,2026-04-30,2026-05-13 16:45:38.369926
CUST008846,Chaaya,Kashyap,yashoda50@example.net,6470579548,1989-07-08,Male,"36/23
Badal",Chennai,Tamil Nadu,936160,2023-09-23,Regular,True,2026-04-18,2026-05-13 16:45:38.369926
CUST008847,Ishwar,Jhaveri,thakkarsanya@example.net,7463931029,1969-05-16,Male,"H.No. 15
Merchant Chowk",Bangalore,Karnataka,730750,2023-08-20,Premium,True,2026-04-17,2026-05-13 16:45:38.369926
CUST008848,Noah,Chanda,mandutkarsh@example.net,3722199820,1975-02-06,Female,"235, Deshpande Path",Pune,Maharashtra,312843,2024-12-18,Occasional,True,2026-05-01,2026-05-13 16:45:38.369926
CUST008849,Yuvraj,Vora,baradabhimanyu@example.org,7675337022,2003-02-13,Male,"H.No. 766
Uppal Zila",Jaipur,Rajasthan,260720,2026-03-07,Occasional,True,2026-04-17,2026-05-13 16:45:38.369926
CUST008850,Saumya,Patil,ladjackson@example.com,6435120636,1966-12-30,Female,"46, Bava",Gurgaon,Haryana,756345,2023-09-12,Occasional,True,2026-05-02,2026-05-13 16:45:38.369926
CUST008851,Elijah,Mander,ubajaj@example.net,8433072713,1986-07-09,Female,"H.No. 181
Apte",Pune,Maharashtra,811966,2026-03-30,Regular,True,2026-04-15,2026-05-13 16:45:38.369926
CUST008852,Damini,Bedi,npatel@example.org,9427185930,2003-01-20,Female,"05/942, Modi Nagar",Gurgaon,Haryana,696664,2025-06-16,Premium,False,2026-04-21,2026-05-13 16:45:38.369926
CUST008853,Irya,Bhat,victor65@example.com,3651791654,2002-01-10,Male,"83/86
Goel Zila",Jaipur,Rajasthan,061011,2024-01-04,Regular,True,2026-05-09,2026-05-13 16:45:38.369926
CUST008854,Ranveer,Baral,hlanka@example.org,4252014595,1995-10-28,Male,"03/56
Parsa Marg",Mumbai,Maharashtra,053603,2024-07-06,Occasional,False,2026-04-26,2026-05-13 16:45:38.371045
CUST008855,Urvashi,Barman,danidayita@example.net,3423830725,1977-05-16,Female,"H.No. 328, Sibal Path",Kolkata,West Bengal,003394,2025-03-21,Regular,True,2026-04-30,2026-05-13 16:45:38.371045
CUST008856,Vrishti,Golla,dhruvlala@example.com,9277125167,1996-04-01,Male,"26, Thaker Zila",Delhi,Delhi,935001,2026-01-21,Occasional,True,2026-04-20,2026-05-13 16:45:38.371045
CUST008857,Ekanta,Yogi,warinder32@example.org,0081684197,1984-05-15,Male,"H.No. 89, Mohanty Path",Kolkata,West Bengal,620922,2023-09-30,Regular,True,2026-05-12,2026-05-13 16:45:38.371045
CUST008858,Arunima,Bava,ishamadan@example.com,7888825406,2007-01-29,Male,"63/245, Narain Marg",Bangalore,Karnataka,301559,2024-05-30,Premium,False,2026-04-18,2026-05-13 16:45:38.371045
CUST008859,Hiral,Dhaliwal,jrandhawa@example.net,8788694308,1984-10-12,Female,"H.No. 30, Bora Street",Hyderabad,Telangana,284382,2025-09-17,Occasional,True,2026-04-19,2026-05-13 16:45:38.371045
CUST008860,Ati,Raghavan,barora@example.org,8270723005,1988-01-11,Female,"04/12, Raman Zila",Hyderabad,Telangana,825593,2026-01-01,Premium,True,2026-05-01,2026-05-13 16:45:38.371045
CUST008861,Daksha,Dubey,ladbrijesh@example.com,9385835960,1968-04-16,Male,"76, Singh Road",Kolkata,West Bengal,764119,2023-12-06,Regular,True,2026-04-21,2026-05-13 16:45:38.371045
CUST008862,Hritik,Pal,isha44@example.org,6629480233,1960-12-10,Male,"18, Comar Path",Jaipur,Rajasthan,552228,2026-04-11,Premium,True,2026-05-07,2026-05-13 16:45:38.372051
CUST008863,Samar,Mital,aarnajani@example.net,1376108128,1987-03-22,Male,"H.No. 869
Borde Marg",Delhi,Delhi,586421,2023-06-01,Premium,True,2026-05-06,2026-05-13 16:45:38.372051
CUST008864,Eta,Dugar,daksha19@example.com,3462342798,1998-09-13,Female,"H.No. 23
Palla Nagar",Bangalore,Karnataka,682946,2024-05-19,Regular,True,2026-04-14,2026-05-13 16:45:38.372051
CUST008865,Ekani,Chakraborty,sanghatimothy@example.net,3854372926,1983-08-09,Female,"38, Mane Road",Chennai,Tamil Nadu,238518,2025-08-20,Regular,True,2026-04-29,2026-05-13 16:45:38.372051
CUST008866,Atharv,Bajaj,bhavikaroy@example.net,4895931640,1962-09-19,Female,"H.No. 883, Dhar Circle",Hyderabad,Telangana,493657,2023-05-23,Premium,False,2026-04-19,2026-05-13 16:45:38.372051
CUST008867,Rachita,Sethi,aradhanakar@example.net,0995522924,1997-01-14,Male,"H.No. 05, Radhakrishnan Street",Pune,Maharashtra,189972,2024-04-05,Regular,True,2026-04-24,2026-05-13 16:45:38.372051
CUST008868,Vedant,Prakash,nakul98@example.org,4846537589,1997-05-05,Female,"H.No. 20, Rout Street",Gurgaon,Haryana,582833,2023-05-30,Premium,True,2026-04-17,2026-05-13 16:45:38.372051
CUST008869,Ishani,Zachariah,gautami38@example.org,7401035980,2003-08-17,Male,"04/642
Mangal Nagar",Chennai,Tamil Nadu,868227,2026-04-07,Occasional,True,2026-05-08,2026-05-13 16:45:38.372051
CUST008870,Chatresh,Bhatti,dluthra@example.org,4544934292,1963-08-30,Female,"46/87
Chada Marg",Mumbai,Maharashtra,549098,2025-06-13,Regular,True,2026-04-23,2026-05-13 16:45:38.373467
CUST008871,Christopher,Barad,xsankar@example.org,3512172407,1961-12-07,Male,"50, Ratti Circle",Hyderabad,Telangana,531401,2024-07-09,Occasional,True,2026-05-06,2026-05-13 16:45:38.373467
CUST008872,Yug,Hans,misrasaanvi@example.com,0590127128,1991-08-03,Male,"75, Gill Path",Gurgaon,Haryana,311062,2025-11-29,Premium,True,2026-05-04,2026-05-13 16:45:38.373467
CUST008873,Nathan,Saraf,onkar19@example.org,6418196759,2007-11-03,Male,"H.No. 96, Bhargava Chowk",Hyderabad,Telangana,664322,2023-11-07,Premium,True,2026-04-17,2026-05-13 16:45:38.373467
CUST008874,Kamya,Balan,wmahal@example.net,8412218012,1984-08-26,Female,"68/976, Basu Nagar",Hyderabad,Telangana,217166,2025-07-08,Occasional,True,2026-05-07,2026-05-13 16:45:38.373973
CUST008875,Bhavini,Ganesan,akshay43@example.com,0052539517,1964-12-01,Female,"H.No. 51
Memon Circle",Chennai,Tamil Nadu,253794,2024-08-17,Occasional,True,2026-05-09,2026-05-13 16:45:38.373973
CUST008876,Wahab,Sarkar,wishi14@example.net,6631102197,2006-05-07,Male,"H.No. 263, Ramaswamy Ganj",Jaipur,Rajasthan,193346,2025-12-11,Regular,True,2026-04-13,2026-05-13 16:45:38.374565
CUST008877,Chakradev,Lanka,ekanshbath@example.net,8047494822,1976-12-13,Male,"60/82, Samra",Jaipur,Rajasthan,372882,2024-12-07,Regular,True,2026-05-12,2026-05-13 16:45:38.374565
CUST008878,Yadavi,Bath,daramegha@example.net,8497756160,1991-06-24,Male,"H.No. 20, Ranganathan",Jaipur,Rajasthan,188419,2026-03-03,Premium,True,2026-04-29,2026-05-13 16:45:38.374565
CUST008879,Sathvik,Kaul,agastyagoda@example.com,6665471913,1982-07-01,Female,"401
Bhandari Street",Chennai,Tamil Nadu,350700,2023-08-18,Premium,True,2026-04-27,2026-05-13 16:45:38.374565
CUST008880,Radhika,Agate,megha60@example.org,6288187962,1961-06-25,Female,"57
Pillay Zila",Chennai,Tamil Nadu,733796,2025-06-08,Occasional,True,2026-05-02,2026-05-13 16:45:38.374565
CUST008881,Peter,Bahri,pdutta@example.com,9684250327,1981-03-23,Female,"44/44
Mohan Ganj",Kolkata,West Bengal,910618,2025-02-22,Premium,True,2026-04-14,2026-05-13 16:45:38.374565
CUST008882,Benjamin,Kalita,ndevi@example.com,1444029993,1980-09-18,Female,"989, Shan Marg",Hyderabad,Telangana,398665,2023-09-28,Occasional,False,2026-05-09,2026-05-13 16:45:38.374565
CUST008883,Ubika,Peri,pairaagini@example.net,4915680509,1962-06-29,Male,"23, Bhattacharyya Chowk",Delhi,Delhi,867566,2024-05-02,Occasional,True,2026-04-14,2026-05-13 16:45:38.374565
CUST008884,Varsha,Kata,amol92@example.org,4860322435,2000-10-23,Female,"H.No. 660
Kuruvilla Circle",Mumbai,Maharashtra,197413,2024-01-03,Occasional,True,2026-05-05,2026-05-13 16:45:38.374565
CUST008885,Nikita,Babu,yutika89@example.net,9639151340,1997-07-20,Female,"H.No. 581
Wali Nagar",Jaipur,Rajasthan,889615,2026-02-09,Regular,True,2026-05-08,2026-05-13 16:45:38.375605
CUST008886,Hritik,Contractor,tanay54@example.net,1459272522,1995-10-15,Female,"82/279
Narang Zila",Gurgaon,Haryana,920066,2023-11-16,Occasional,True,2026-04-24,2026-05-13 16:45:38.375605
CUST008887,Falguni,Kota,ngokhale@example.com,3302290984,1962-12-30,Female,"71/210
Rao Circle",Jaipur,Rajasthan,869690,2024-04-20,Regular,True,2026-04-25,2026-05-13 16:45:38.375605
CUST008888,Triveni,Tripathi,lokeom@example.net,3688216154,1992-11-16,Male,"101
Hegde",Kolkata,West Bengal,836166,2024-02-22,Regular,True,2026-04-23,2026-05-13 16:45:38.375605
CUST008889,Xiti,Radhakrishnan,vasanakeer@example.com,5161960375,1961-06-07,Male,"H.No. 748, Hari Nagar",Chennai,Tamil Nadu,402782,2025-02-07,Regular,True,2026-04-24,2026-05-13 16:45:38.375605
CUST008890,Quincy,Bhattacharyya,manenidhi@example.com,8071544071,1973-06-22,Female,"H.No. 686
Venkataraman Marg",Hyderabad,Telangana,193510,2026-01-06,Occasional,True,2026-05-05,2026-05-13 16:45:38.375605
CUST008891,Ayushman,Balakrishnan,idey@example.com,4800099811,2000-11-17,Male,"H.No. 341, Madan Nagar",Chennai,Tamil Nadu,608833,2025-06-30,Occasional,True,2026-04-19,2026-05-13 16:45:38.375605
CUST008892,Andrew,Gokhale,pallaonkar@example.org,1906575873,1978-03-12,Male,"87/743
Kuruvilla Path",Mumbai,Maharashtra,887089,2024-11-10,Premium,False,2026-05-11,2026-05-13 16:45:38.375605
CUST008893,Falan,Dar,vedhika16@example.com,7927850887,2007-01-14,Female,"23, Chopra Chowk",Gurgaon,Haryana,925012,2023-05-21,Regular,False,2026-04-28,2026-05-13 16:45:38.376649
CUST008894,Lopa,Dhaliwal,ybhandari@example.net,9592221053,2003-08-29,Female,"H.No. 371, Yadav Nagar",Gurgaon,Haryana,213184,2026-01-28,Occasional,True,2026-05-07,2026-05-13 16:45:38.376649
CUST008895,Bachittar,Sahni,chandresh01@example.com,8435892906,1982-01-03,Female,"68/996
Suresh",Bangalore,Karnataka,820210,2024-09-16,Occasional,True,2026-04-23,2026-05-13 16:45:38.376649
CUST008896,Kalpit,Babu,laksh34@example.net,8214373756,1988-01-10,Female,"05/48, Prabhakar Marg",Bangalore,Karnataka,461129,2024-12-09,Occasional,False,2026-05-05,2026-05-13 16:45:38.376649
CUST008897,Vihaan,Natarajan,jananisolanki@example.org,3915192542,2002-03-20,Male,"58/493
Nayar Marg",Pune,Maharashtra,894990,2024-04-20,Premium,False,2026-04-17,2026-05-13 16:45:38.376649
CUST008898,Benjamin,Dey,nakul74@example.net,9034732203,1999-03-02,Female,"03
Jani Road",Hyderabad,Telangana,262672,2023-07-18,Premium,False,2026-04-17,2026-05-13 16:45:38.376649
CUST008899,Manbir,Sankar,aadi44@example.net,5286884254,1966-07-12,Male,"H.No. 677
Barad Circle",Gurgaon,Haryana,241944,2024-12-27,Occasional,True,2026-04-25,2026-05-13 16:45:38.376649
CUST008900,Akshay,Vora,xmaharaj@example.org,7289047893,1970-10-04,Male,"888, Bedi Zila",Jaipur,Rajasthan,441456,2024-10-26,Premium,True,2026-04-15,2026-05-13 16:45:38.376649
CUST008901,Falan,Dewan,advaith96@example.org,8587793369,1963-11-16,Male,"32/26
Chatterjee Nagar",Kolkata,West Bengal,418443,2026-03-15,Regular,False,2026-05-11,2026-05-13 16:45:38.376649
CUST008902,Nimrat,Radhakrishnan,neha94@example.com,5900533166,1973-04-21,Female,"H.No. 20, Chokshi Zila",Delhi,Delhi,975123,2026-01-01,Regular,True,2026-04-28,2026-05-13 16:45:38.377643
CUST008903,Pooja,Bhatia,sinhaupkaar@example.com,5731356786,1999-04-02,Male,"H.No. 021
Badami Zila",Jaipur,Rajasthan,758561,2026-03-20,Regular,False,2026-04-26,2026-05-13 16:45:38.377643
CUST008904,Charan,Sekhon,zdewan@example.com,6618756727,1989-06-13,Male,"700, Merchant",Mumbai,Maharashtra,223788,2026-02-23,Occasional,True,2026-04-24,2026-05-13 16:45:38.377643
CUST008905,Vincent,Parsa,gunbir78@example.com,1961109431,1972-09-10,Male,"18, Rama Street",Bangalore,Karnataka,029772,2023-08-31,Regular,True,2026-05-05,2026-05-13 16:45:38.377643
CUST008906,Krisha,Patel,adhawan@example.org,9296813588,1986-12-20,Male,"93
Datta Circle",Kolkata,West Bengal,193594,2026-03-19,Premium,True,2026-05-12,2026-05-13 16:45:38.377643
CUST008907,Aadi,Bail,abhimanyu67@example.net,6792447084,1999-10-17,Male,"H.No. 74
Arya Zila",Jaipur,Rajasthan,299136,2024-05-26,Premium,True,2026-05-04,2026-05-13 16:45:38.377643
CUST008908,Jhalak,Varty,janujapadmanabhan@example.net,5530990632,1985-04-06,Male,"H.No. 65
Dutta Circle",Mumbai,Maharashtra,475595,2025-12-29,Regular,True,2026-04-15,2026-05-13 16:45:38.377643
CUST008909,Naveen,Bose,gokhaleyachana@example.org,1599547068,1996-12-28,Male,"761
Sehgal Street",Pune,Maharashtra,264832,2025-06-27,Occasional,True,2026-05-06,2026-05-13 16:45:38.377643
CUST008910,Sathvik,Magar,zbedi@example.net,3606087823,1992-09-01,Female,"H.No. 22
Chada Street",Hyderabad,Telangana,440471,2023-09-21,Regular,True,2026-05-03,2026-05-13 16:45:38.377643
CUST008911,Dayita,Chopra,indrajit67@example.net,4045689603,1966-01-16,Male,"H.No. 90
Dayal",Bangalore,Karnataka,060606,2024-07-16,Premium,True,2026-04-30,2026-05-13 16:45:38.377643
CUST008912,George,Guha,horaoni@example.org,9065266771,2003-09-15,Male,"039, Tailor Nagar",Kolkata,West Bengal,018760,2023-10-18,Regular,False,2026-05-03,2026-05-13 16:45:38.377643
CUST008913,Ekiya,Jhaveri,jhalak92@example.net,5125949428,1962-09-25,Male,"H.No. 050, Shukla Zila",Pune,Maharashtra,365376,2024-02-08,Premium,False,2026-04-19,2026-05-13 16:45:38.377643
CUST008914,Ranbir,Kibe,lajitahanda@example.com,6355870985,1971-01-23,Female,"H.No. 11, Rajagopalan Path",Chennai,Tamil Nadu,850652,2024-04-16,Regular,True,2026-04-24,2026-05-13 16:45:38.377643
CUST008915,Chaitaly,Parekh,rsinha@example.org,8587104172,1965-12-05,Male,"85/19
Sahni Marg",Bangalore,Karnataka,343003,2025-12-15,Occasional,False,2026-04-18,2026-05-13 16:45:38.379409
CUST008916,Pranit,Srinivasan,gaurika59@example.net,5858545867,1999-09-12,Male,"357
Acharya Circle",Jaipur,Rajasthan,180958,2025-08-31,Occasional,True,2026-04-15,2026-05-13 16:45:38.379409
CUST008917,Kiaan,Chaudhuri,arinnarula@example.com,5392443431,2003-08-17,Male,"56/149
Prasad Street",Kolkata,West Bengal,879537,2026-01-19,Premium,True,2026-04-13,2026-05-13 16:45:38.379409
CUST008918,Kritika,Pai,gchaudry@example.net,9703098206,1980-08-15,Male,"H.No. 987, Madan Circle",Kolkata,West Bengal,091557,2025-08-04,Regular,True,2026-05-10,2026-05-13 16:45:38.379409
CUST008919,Hredhaan,Bail,gaurangmerchant@example.org,1980968353,1997-01-22,Male,"323, Mammen Zila",Jaipur,Rajasthan,230759,2026-03-03,Occasional,True,2026-04-27,2026-05-13 16:45:38.379409
CUST008920,Ryan,Pradhan,vihaan32@example.org,4275423949,1999-10-25,Female,"H.No. 03, Ahuja Zila",Gurgaon,Haryana,814813,2024-07-30,Occasional,True,2026-05-11,2026-05-13 16:45:38.379409
CUST008921,Krishna,Bhat,aadivenkatesh@example.net,7078413090,1960-08-31,Male,"H.No. 543
Rout Nagar",Chennai,Tamil Nadu,964205,2024-02-17,Premium,True,2026-04-26,2026-05-13 16:45:38.379409
CUST008922,Gopal,Banerjee,bhanumatidayal@example.net,3368840998,1981-02-06,Male,"54/32
Sibal Chowk",Hyderabad,Telangana,579829,2023-07-13,Regular,True,2026-04-19,2026-05-13 16:45:38.379409
CUST008923,Xavier,Kapur,advaith78@example.com,1924076973,1968-05-15,Male,"157
Prashad Road",Chennai,Tamil Nadu,049712,2024-04-26,Regular,True,2026-04-21,2026-05-13 16:45:38.379409
CUST008924,Pranav,Kant,neha67@example.org,9096435490,1981-12-15,Female,"70
Rajagopal Street",Jaipur,Rajasthan,715451,2025-09-17,Regular,True,2026-05-12,2026-05-13 16:45:38.380517
CUST008925,Aradhana,Kala,xgokhale@example.com,7808482340,1985-06-16,Female,"54, Srinivas Marg",Pune,Maharashtra,189731,2023-09-01,Premium,False,2026-05-05,2026-05-13 16:45:38.380517
CUST008926,Jackson,Hayer,charvi29@example.org,5128917527,1964-09-25,Male,"H.No. 343, Sethi Chowk",Delhi,Delhi,687146,2024-04-09,Regular,True,2026-04-17,2026-05-13 16:45:38.380517
CUST008927,Dakshesh,Dhar,chandraradhika@example.org,4018198620,1968-10-23,Male,"02/21
Konda Street",Kolkata,West Bengal,175085,2024-08-01,Premium,False,2026-04-22,2026-05-13 16:45:38.380517
CUST008928,Urishilla,Ratti,janya16@example.net,8367036960,1998-08-02,Female,"H.No. 494, Dhingra Street",Delhi,Delhi,384082,2024-07-01,Occasional,True,2026-04-27,2026-05-13 16:45:38.380517
CUST008929,Fitan,Pal,siyavarkey@example.com,2628367755,1981-05-28,Male,"64/082, Sinha Street",Gurgaon,Haryana,335163,2023-08-29,Regular,True,2026-04-13,2026-05-13 16:45:38.380517
CUST008930,Sathvik,Batta,svenkataraman@example.net,6877625942,1976-09-30,Female,"15/52
Munshi Circle",Jaipur,Rajasthan,203388,2025-02-19,Premium,True,2026-04-23,2026-05-13 16:45:38.380517
CUST008931,Chasmum,Narula,kala90@example.net,1211295523,1983-06-05,Male,"H.No. 129, Uppal Path",Mumbai,Maharashtra,282442,2025-09-03,Regular,True,2026-04-17,2026-05-13 16:45:38.380517
CUST008932,Vivaan,Tella,rajaekaja@example.org,3368398641,2003-11-03,Female,"75, Mitra Zila",Pune,Maharashtra,992896,2023-11-03,Occasional,False,2026-05-07,2026-05-13 16:45:38.380517
CUST008933,Elijah,Pant,qtandon@example.net,2182002148,2005-05-11,Female,"741
Shanker",Jaipur,Rajasthan,627531,2025-11-17,Premium,False,2026-05-01,2026-05-13 16:45:38.380517
CUST008934,Indali,Joshi,sahafaqid@example.org,4352752652,1968-06-25,Female,"H.No. 467
Hans Nagar",Jaipur,Rajasthan,595632,2023-08-07,Occasional,True,2026-04-24,2026-05-13 16:45:38.380517
CUST008935,Anita,Golla,raudominic@example.com,2626300509,2001-12-24,Male,"01, Basak Chowk",Delhi,Delhi,557327,2025-06-09,Regular,False,2026-05-10,2026-05-13 16:45:38.380517
CUST008936,Veda,Varty,chatura37@example.net,2213770819,2007-12-14,Female,"H.No. 270, Sarin Path",Gurgaon,Haryana,040155,2026-02-06,Regular,True,2026-04-30,2026-05-13 16:45:38.382025
CUST008937,Bhavani,Butala,ramannidra@example.net,4859241347,1982-02-16,Male,"19/85
Kala Nagar",Chennai,Tamil Nadu,683198,2025-07-21,Regular,True,2026-05-04,2026-05-13 16:45:38.382025
CUST008938,Garima,Pall,zashil80@example.com,2224763515,1989-03-27,Female,"041
Palla Zila",Kolkata,West Bengal,395211,2026-03-25,Premium,True,2026-05-05,2026-05-13 16:45:38.382025
CUST008939,Ekantika,Doshi,shaidika@example.net,0913385682,1970-04-18,Male,"96/29
Anne Street",Pune,Maharashtra,282666,2025-05-26,Occasional,False,2026-04-22,2026-05-13 16:45:38.382025
CUST008940,Manbir,Singhal,buchjatin@example.com,6778011464,1989-02-04,Female,"H.No. 295
Pau Zila",Pune,Maharashtra,227941,2023-11-22,Regular,True,2026-04-17,2026-05-13 16:45:38.382025
CUST008941,Yashvi,Manda,dhardayita@example.org,0955624070,1962-08-05,Female,"11, Doctor Street",Kolkata,West Bengal,327229,2023-09-21,Occasional,True,2026-05-07,2026-05-13 16:45:38.382025
CUST008942,Anirudh,Datta,osarkar@example.org,8814305321,1970-05-05,Male,"76/256, Mangal Nagar",Kolkata,West Bengal,140381,2024-06-16,Regular,True,2026-05-10,2026-05-13 16:45:38.382025
CUST008943,Falak,Upadhyay,jalsa94@example.net,6985532098,1993-08-06,Male,"H.No. 412, Keer Nagar",Jaipur,Rajasthan,742937,2023-10-15,Premium,True,2026-04-28,2026-05-13 16:45:38.382025
CUST008944,Charita,Som,zayan08@example.net,8958543460,1977-11-07,Male,"06/941, Arora Street",Kolkata,West Bengal,238649,2025-02-09,Occasional,True,2026-05-09,2026-05-13 16:45:38.383090
CUST008945,Vasudha,Raj,inaik@example.net,1483336073,2006-08-17,Male,"50
Virk Nagar",Hyderabad,Telangana,848799,2024-04-26,Regular,False,2026-04-19,2026-05-13 16:45:38.383090
CUST008946,Jeevika,Mutti,falanbaral@example.net,3499204011,1970-10-24,Female,"40/792, Mukhopadhyay Zila",Pune,Maharashtra,088890,2024-07-09,Premium,True,2026-04-21,2026-05-13 16:45:38.383090
CUST008947,Henry,Kadakia,aoak@example.com,1620075435,1990-08-15,Female,"29, Lala Zila",Chennai,Tamil Nadu,753979,2024-10-10,Premium,True,2026-04-23,2026-05-13 16:45:38.383090
CUST008948,Jatin,Mander,geetikaranganathan@example.org,3591822673,2000-04-02,Male,"48
Ravi Ganj",Bangalore,Karnataka,290307,2023-07-26,Occasional,False,2026-05-05,2026-05-13 16:45:38.383090
CUST008949,Amaira,Saraf,ubhardwaj@example.com,8953497352,1989-09-05,Male,"59/37
Prasad Road",Delhi,Delhi,822950,2023-08-22,Occasional,True,2026-04-23,2026-05-13 16:45:38.383090
CUST008950,Thomas,Mand,mandaaditya@example.net,9007256246,1987-11-13,Female,"H.No. 55
Aggarwal Circle",Gurgaon,Haryana,388082,2024-08-24,Regular,True,2026-05-10,2026-05-13 16:45:38.383090
CUST008951,Rohan,Doshi,tbahri@example.org,7008696109,1986-08-28,Male,"94/036
Sahota Marg",Mumbai,Maharashtra,970063,2024-10-15,Regular,True,2026-05-08,2026-05-13 16:45:38.383090
CUST008952,Frado,Ghose,nikita30@example.com,0649785796,1981-09-15,Male,"90/546
Patil Road",Kolkata,West Bengal,480602,2024-11-27,Regular,True,2026-04-13,2026-05-13 16:45:38.384090
CUST008953,Tanvi,Kohli,comaralka@example.org,5345077298,2005-12-05,Female,"44, Sani Ganj",Hyderabad,Telangana,477615,2023-10-16,Regular,False,2026-04-19,2026-05-13 16:45:38.384090
CUST008954,Urvashi,Sunder,kashishgala@example.org,3101098230,1995-09-20,Female,"H.No. 254, Shroff Chowk",Bangalore,Karnataka,916445,2023-09-04,Regular,False,2026-04-13,2026-05-13 16:45:38.384090
